Fri Dec  9 21:10:11 2022    output.dat

         127371434 function calls (122847050 primitive calls) in 16267.607 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:197(loc_to_group)
        1    0.000    0.000    0.006    0.006 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:300(deep_clean)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:374(close)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:385(remove_all_lights)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:395(set_background)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:470(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\scalar_bars.py:24(clear)
        1    0.001    0.001    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\scalar_bars.py:146(add_scalar_bar)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:25(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:155(clear_box_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:474(clear_plane_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:910(clear_line_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:1234(clear_slider_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:1626(clear_spline_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:1900(clear_sphere_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:2053(clear_camera_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:2057(clear_button_widgets)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\widgets.py:2061(close)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataobject.py:32(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:108(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:319(active_scalars_name)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:337(active_scalars_name)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:547(textures)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:627(set_active_scalars)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:1674(n_cells)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataobject.py:459(memory_address)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:217(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:254(active_scalars)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:561(set_array)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:760(_prepare_array)
        1    0.000    0.000    0.008    0.008 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\cells.py:41(numpy_to_idarr)
        1    0.002    0.002    0.022    0.022 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\cells.py:83(__init__)
        1    0.000    0.000    0.020    0.020 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\cells.py:88(_set_cells)
        1    0.000    0.000    0.028    0.028 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\pointset.py:600(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\pointset.py:795(faces)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\pointset.py:1298(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:265(enabled)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:436(width)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:452(height)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:468(position_x)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:484(position_y)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:698(family)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:739(title_size)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:759(label_size)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:779(color)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:794(fmt)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1225(hidden_line_removal)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1325(jupyter_backend)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1404(auto_close)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1423(full_screen)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1493(notebook)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1515(window_size)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1581(cmap)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1644(nan_color)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1712(colorbar_orientation)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1781(show_scalar_bar)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1799(show_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1851(render_points_as_spheres)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1868(transparent_background)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1886(title)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1906(anti_aliasing)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:2048(smooth_shading)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:2066(depth_peeling)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:2327(split_sharp_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:2356(sharp_edges_feature_angle)
        1    0.005    0.005 16267.607 16267.607 <string>:1(<module>)
        1    0.610    0.610    0.610    0.610 {method 'Render' of 'vtkmodules.vtkRenderingOpenGL2.vtkOpenGLRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'Finalize' of 'vtkmodules.vtkRenderingOpenGL2.vtkWin32OpenGLRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetSize' of 'vtkmodules.vtkRenderingOpenGL2.vtkWin32OpenGLRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetWindowName' of 'vtkmodules.vtkRenderingOpenGL2.vtkWin32OpenGLRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'IsCurrent' of 'vtkmodules.vtkRenderingOpenGL2.vtkWin32OpenGLRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetLookupTable' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetUseOpacity' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetMaximumNumberOfColors' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetNumberOfLabels' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetOrientationToHorizontal' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetTitleTextProperty' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetLabelTextProperty' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetAnnotationTextProperty' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetTitle' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetAnnotationTextScaling' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDrawFrame' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDrawTickLabels' of 'vtkmodules.vtkRenderingAnnotation.vtkScalarBarActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetMapper' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetMapper' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetProperty' of 'vtkmodules.vtkRenderingCore.vtkActor2D' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkActor2D' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetWidth' of 'vtkmodules.vtkRenderingCore.vtkActor2D' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetHeight' of 'vtkmodules.vtkRenderingCore.vtkActor2D' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetFocalPoint' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetViewUp' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetInputData' of 'vtkmodules.vtkRenderingCore.vtkDataSetMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'AddLightsToRenderer' of 'vtkmodules.vtkRenderingCore.vtkLightKit' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetLookupTable' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetScalarVisibility' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetScalarVisibility' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetColorModeToMapScalars' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetColorModeAsString' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetInterpolateScalarsBeforeMapping' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetInterpolateScalarsBeforeMapping' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetScalarRange' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetArrayName' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetArrayName' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetBounds' of 'vtkmodules.vtkRenderingCore.vtkProp' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetRenderLinesAsTubes' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetRenderLinesAsTubes' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetInterpolationToFlat' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetInterpolationAsString' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetAmbient' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetAmbient' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDiffuse' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetDiffuse' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetSpecular' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetSpecular' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetSpecularPower' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetSpecularPower' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetOpacity' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetOpacity' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetPointSize' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetPointSize' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetBorders' of 'vtkmodules.vtkRenderingCore.vtkRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetNumberOfLayers' of 'vtkmodules.vtkRenderingCore.vtkRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetNumberOfLayers' of 'vtkmodules.vtkRenderingCore.vtkRenderWindow' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetMultiSamples' of 'vtkmodules.vtkRenderingCore.vtkRenderWindow' objects}
        1  667.915  667.915  668.112  668.112 {method 'Start' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDone' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetRenderWindow' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'LightFollowCameraOff' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDesiredUpdateRate' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetLights' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'LightFollowCameraOn' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetDraw' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'ResetCamera' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetInteractive' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetLayer' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetLayer' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetJustificationToCentered' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        1    0.012    0.012    0.012    0.012 {method 'SetCells' of 'vtkmodules.vtkCommonDataModel.vtkCellArray' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetInformation' of 'vtkmodules.vtkCommonDataModel.vtkDataObject' objects}
        1    0.000    0.000    0.000    0.000 {method 'AddArray' of 'vtkmodules.vtkCommonDataModel.vtkFieldData' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetPoints' of 'vtkmodules.vtkCommonDataModel.vtkPointSet' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetPolys' of 'vtkmodules.vtkCommonDataModel.vtkPolyData' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetDataTypeSize' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetName' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        1    0.000    0.000    0.000    0.000 {method 'ForceBuild' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetScale' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetScale' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetTableRange' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetTableRange' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetNanColor' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetNanColor' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetNumberOfColors' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetNumberOfColors' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetTable' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetTable' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetData' of 'vtkmodules.vtkCommonCore.vtkPoints' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetDataType' of 'vtkmodules.vtkCommonCore.vtkUnsignedCharArray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000 16267.607 16267.607 {built-in method builtins.exec}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.002    0.002    0.002    0.002 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.069    0.069    0.069    0.069 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.018    0.018    0.018    0.018 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 {method 'min' of 'numpy.ndarray' objects}
        1    1.872    1.872    1.872    1.872 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'Initialize' of 'vtkmodules.vtkRenderingUI.vtkWin32RenderWindowInteractor' objects}
        1    0.072    0.072    0.072    0.072 {method 'ProcessEvents' of 'vtkmodules.vtkRenderingUI.vtkWin32RenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {method 'TerminateApp' of 'vtkmodules.vtkRenderingUI.vtkWin32RenderWindowInteractor' objects}


