Fri Dec  9 21:10:11 2022    output.dat

         127371434 function calls (122847050 primitive calls) in 16267.607 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:251(field_array)
        3    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:271(cell_array)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:312(parse_field_choice)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:55(scalar_range)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\tools.py:675(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\tools.py:672(parse_font_family)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1420(_scalar_bar_slots)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:83(_get_event_str)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:91(add_observer)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:123(remove_observer)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:333(update_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:1893(remove_all_lights)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:390(shadow_renderer)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:1657(n_points)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataobject.py:403(field_data)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:1139(_raise_field_data_no_scalars_vectors)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:228(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:310(__init__)
        3    0.000    0.000    0.004    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:537(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:674(__init__)
        3    0.000    0.000    0.005    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1026(__init__)
        3    0.000    0.000    0.023    0.008 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1156(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1308(background)
        3    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:2229(load_theme)
        3    0.000    0.000    0.000    0.000 {method 'GetScalarRange' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'RemoveAllLights' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetColor' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetFontFamily' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetBold' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetItalic' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetShadow' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
        3    0.000    0.000    0.000    0.000 {method 'GetFieldData' of 'vtkmodules.vtkCommonDataModel.vtkDataObject' objects}
        3    0.000    0.000    0.000    0.000 {method 'SetActiveScalars' of 'vtkmodules.vtkCommonDataModel.vtkDataSetAttributes' objects}
        3    0.000    0.000    0.000    0.000 {method 'GetNumberOfPoints' of 'vtkmodules.vtkCommonDataModel.vtkPointSet' objects}
        3    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.012    0.004    0.012    0.004 {built-in method numpy.ascontiguousarray}
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1406(_moveaxis_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1472(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1410(moveaxis)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
        2    0.000    0.000    0.009    0.004 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\shape_base.py:285(hstack)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2157(_sum_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2162(sum)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2493(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2497(cumsum)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:92(_clip_dep_is_scalar_nan)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:102(_clip_dep_is_byte_swapped)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sum)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(cumsum)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
        2    0.000    0.000    0.009    0.004 <__array_function__ internals>:177(hstack)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(moveaxis)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_internal.py:523(_view_is_safe)
        2    0.001    0.001    0.004    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\nanfunctions.py:68(_replace_nan)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_utils.py:159(_validate_loaded_sparse_tensors)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:46(_is_zipfile)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:193(_is_path)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:205(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:210(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:213(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:228(_open_file_like)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:241(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:314(_check_dill_version)
        2    0.000    0.000    0.003    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:607(load)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:961(_get_restore_location)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:1031(UnpicklerWrapper)
        2    0.000    0.000    0.002    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:989(_load)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:1056(_is_torchscript_zip)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\data.py:155(__setstate__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\storage.py:119(__setstate__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\graph_store.py:69(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\errors.py:369(assert_empty_kwargs)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:452(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:409(get_array_association)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:220(scalar_map_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:251(scalar_map_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:728(scalar_bars)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1145(add_actor)
        2    0.000    0.000    0.610    0.305 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1595(render)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:4013(_clear_ren_win)
        2    0.000    0.000    0.018    0.009 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:159(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:291(color)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:323(color)
        2    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:329(edge_color)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:354(edge_color)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:399(show_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:427(show_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:431(lighting)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:452(lighting)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:40(<dictcomp>)
        2    0.000    0.000    0.003    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:287(update_style)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:804(initialized)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:38(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:89(scale_point)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:205(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:302(reset_camera_clipping_range)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:629(add_actor)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2273(update_bounds_axes)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2772(set_background)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2882(close)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2928(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:88(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_passes.py:37(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:70(_namedtuple)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:75(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:121(active_scalars_info)
        2    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:208(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:241(__contains__)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:1017(keys)
        2    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:1170(active_scalars_name)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1458(camera)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1616(color)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1662(edge_color)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1817(lighting)
        2    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1834(interactive)
        2    0.001    0.001    0.001    0.001 {method 'SetSize' of 'vtkmodules.vtkRenderingOpenGL2.vtkWin32OpenGLRenderWindow' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetProperty' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetProperty' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        2    0.020    0.010    0.020    0.010 {method 'GetBounds' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetModelTransformMatrix' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetScalarModeToUseCellData' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetScalarModeAsString' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetPickable' of 'vtkmodules.vtkRenderingCore.vtkProp' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetLighting' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetLighting' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetColor' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetColor' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetEdgeVisibility' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetEdgeVisibility' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetEdgeColor' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetEdgeColor' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        2    0.000    0.000    0.000    0.000 {method 'AddRenderer' of 'vtkmodules.vtkRenderingCore.vtkRenderWindow' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetInteractorStyle' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetInitialized' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        2    0.000    0.000    0.000    0.000 {method 'AddActor' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        2    0.000    0.000    0.000    0.000 {method 'AutomaticLightCreationOff' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetActiveCamera' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        2    0.000    0.000    0.000    0.000 {method 'ResetCameraClippingRange' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetPass' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetBackground' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetGradientBackground' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetViewport' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetNumberOfArrays' of 'vtkmodules.vtkCommonDataModel.vtkFieldData' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetNumberOfCells' of 'vtkmodules.vtkCommonDataModel.vtkPolyData' objects}
        2    0.000    0.000    0.000    0.000 {method 'MultiplyDoublePoint' of 'vtkmodules.vtkCommonMath.vtkMatrix4x4' objects}
        2    0.000    0.000    0.002    0.001 {method 'load' of '_pickle.Unpickler' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:564(module_from_spec)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:664(_load_unlocked)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1022(_find_and_load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.072    0.072    2.078    2.078 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\adaptive_remashing.py:13(construct_pygraph)
        1    0.000    0.000  668.914  668.914 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\adaptive_remashing.py:36(show_mash)
        1    0.009    0.009    0.036    0.036 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\adaptive_remashing.py:9(euclidean_distance)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1873(isscalar)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2081(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2085(clip)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2672(_amax_dispatcher)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2677(amax)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2797(_amin_dispatcher)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2802(amin)
